id,full_name,year,manufacturer,model,country,class,pi,speed,handling,acceleration,launch,braking,offroad,power_hp,torque_lb_ft,weight_lb,engine,layout,price_cr,division,unlock,image_local_path,wiki_page
2022-gordon-murray-automotive-t-50,2022 gma T.50,2022,gma,T.50,United Kingdom,S2,871,8.1,8.1,7.7,8.4,10.0,5.1,655,344,2242,V12,"Mid-Engined, Rear-Wheel Drive",3050000,h,auto,images/2022-gordon-murray-automotive-t-50.png,https://forza.fandom.com/wiki/Gordon_Murray_Automotive_T.50
1991-gmc-syclone,1991 gmc Syclone,1991,gmc,Syclone,United States,C,446,5.3,4.3,5.4,2.6,2.6,5.7,280,360,3613,V6,"Front-Engined, All-Wheel Drive",46000,p4,auto,images/1991-gmc-syclone.png,https://forza.fandom.com/wiki/GMC_Syclone
1992-gmc-typhoon,1992 gmc Typhoon,1992,gmc,Typhoon,United States,C,435,5.2,4.4,5.1,2.5,2.6,5.7,280,360,3800,V6,"Front-Engined, All-Wheel Drive",38000,suh,auto,images/1992-gmc-typhoon.png,https://forza.fandom.com/wiki/GMC_Typhoon
2022-gmc-hummer-ev-pickup,2022 gmc HUMMER EV Pickup,2022,gmc,HUMMER EV Pickup,United States,A,610,3.7,2.9,5.2,5.6,3.5,8.2,1026,932,9063,,"Front-Engined, All-Wheel Drive",95000,p4,auto,images/2022-gmc-hummer-ev-pickup.png,https://forza.fandom.com/wiki/GMC_HUMMER_EV_Pickup
2025-gr-gt-prototype,2025 gr GT Prototype,2025,gr,GT Prototype,Japan,S1,771,7.9,6.4,6.8,7.4,7.4,5.0,700,645,3803,V8,"Front-Engined, Rear-Wheel Drive",250000,sgt,auto,images/2025-gr-gt-prototype.png,https://forza.fandom.com/wiki/GR_GT_Prototype
2012-hennessey-venom-gt,2012 hennessey Venom GT,2012,hennessey,Venom GT,United States,S2,845,9.8,6.7,6.8,7.4,7.7,4.7,1200,1155,2685,V8,"Mid-Engined, Rear-Wheel Drive",1400000,h,,images/2012-hennessey-venom-gt.png,https://forza.fandom.com/wiki/Hennessey_Venom_GT
2019-hennessey-ford-f-150-velociraptor-6x6,2019 hennessey Ford F-150 VelociRaptor 6x6,2019,hennessey,Ford F-150 VelociRaptor 6x6,United States,B,520,5.2,3.7,5.5,2.8,4.5,10.0,600,622,6697,V6,"Front-Engined, All-Wheel Drive",375000,p4,auto,images/2019-hennessey-ford-f-150-velociraptor-6x6.png,https://forza.fandom.com/wiki/Hennessey_Ford_F-150_VelociRaptor_6x6
1977-holden-torana-a9x,1977 holden Torana A9X,1977,holden,Torana A9X,aus,C,413,4.9,3.7,3.4,2.8,2.7,5.4,216,295,2520,V8,"Front-Engined, Rear-Wheel Drive",500000,Classic Muscle,auto,images/1977-holden-torana-a9x.png,https://forza.fandom.com/wiki/Holden_Torana_A9X
1970-honda-s800,1970 honda S800,1970,honda,S800,Japan,,,400.0,,,,,,70,48,1565,I4,"Front-Engined, Rear-Wheel Drive",,,announced,images/1970-honda-s800.png,https://forza.fandom.com/wiki/Honda_S800
1974-honda-civic-rs,1974 honda Civic RS,1974,honda,Civic RS,jpn,,254,3.9,3.9,3.3,3.0,2.4,5.3,76,75,1620,I4,"Front-Engined, Front-Wheel Drive",14000,rhh,cm,images/1974-honda-civic-rs.png,https://forza.fandom.com/wiki/Honda_Civic_RS
1984-honda-city-e-ii,1984 honda City E II,1984,honda,City E II,Japan,,203,3.0,4.0,3.3,3.2,3.6,5.4,,,,I4,"Front-Engined, Front-Wheel Drive",7500,ecd,auto,images/1984-honda-city-e-ii.png,https://forza.fandom.com/wiki/Honda_City_E_II
1984-honda-civic-crx-mugen,1984 honda Civic CRX Mugen,1984,honda,Civic CRX Mugen,Japan,D,390,4.8,4.3,3.0,1.8,2.6,4.9,120,92,1819,I4,"Front-Engined, Front-Wheel Drive",50000,rhh,,images/1984-honda-civic-crx-mugen.png,https://forza.fandom.com/wiki/Honda_Civic_CRX_Mugen
1986-honda-civic-si-1986,1986 honda Civic Si,1986,honda,Civic Si,jpn,,253,4.0,4.1,3.0,2.2,2.3,5.4,91,93,1955,I4,"Front-Engined, Front-Wheel Drive",10000,rhh,auto,images/1986-honda-civic-si-1986.png,https://forza.fandom.com/wiki/Honda_Civic_Si_%281986%29
1991-honda-beat,1991 honda Beat,1991,honda,Beat,Japan,,283,3.8,4.2,2.2,2.7,3.0,5.3,,,,I3,"Mid-Engined, Rear-Wheel Drive",15000,ecd,auto,images/1991-honda-beat.png,https://forza.fandom.com/wiki/Honda_Beat
1991-honda-cr-x-sir,1991 honda CR-X SiR,1991,honda,CR-X SiR,Japan,,,,,,,,,158,112,2161,I4,"Front-Engined, Front-Wheel Drive",,,announced,images/1991-honda-cr-x-sir.png,https://forza.fandom.com/wiki/Honda_CR-X_SiR
1992-honda-nsx-r-1992,1992 honda NSX-R,1992,honda,NSX-R,Japan,,,600.0,,,,,,276,217,2712,V6,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1992-honda-nsx-r-1992.jpg,https://forza.fandom.com/wiki/Honda_NSX-R_%281992%29
1994-honda-acty,1994 honda Acty,1994,honda,Acty,Japan,,100,2.4,4.5,1.6,3.7,2.8,5.7,,,,I3,"Mid-Engined, All-Wheel Drive",9000,ecd,auto,images/1994-honda-acty.png,https://forza.fandom.com/wiki/Honda_Acty
1994-honda-prelude-si,1994 honda Prelude Si,1994,honda,Prelude Si,jpn,C,410,5.0,4.4,3.7,3.1,3.1,5.7,160,156,2870,I4,"Front-Engined, Front-Wheel Drive",15000,rhh,auto,images/1994-honda-prelude-si.png,https://forza.fandom.com/wiki/Honda_Prelude_Si
1997-honda-civic-type-r-1997,1997 honda Civic Type R,1997,honda,Civic Type R,Japan,C,430,5.5,4.3,3.7,3.0,3.0,5.1,182,118,2403,I4,"Front-Engined, Front-Wheel Drive",30000,rhh,announced,images/1997-honda-civic-type-r-1997.png,https://forza.fandom.com/wiki/Honda_Civic_Type_R_%281997%29
2001-honda-33-integra-wtac,2001 honda #33 Integra WTAC,2001,honda,#33 Integra WTAC,Japan,S2,860,5.9,8.8,6.1,6.4,10.0,4.5,,,,I4,"Front-Engined, Front-Wheel Drive",150000,ett,auto,images/2001-honda-33-integra-wtac.png,https://forza.fandom.com/wiki/Honda_33_Integra_WTAC
2004-honda-civic-type-r-2004,2004 honda Civic Type R,2004,honda,Civic Type R,Japan,C,480,5.4,4.5,4.1,3.7,3.5,5.5,212,149,2624,I4,"Front-Engined, Front-Wheel Drive",15000,rhh,announced,images/2004-honda-civic-type-r-2004.png,https://forza.fandom.com/wiki/Honda_Civic_Type_R_%282004%29
2005-honda-nsx-r-2005,2005 honda NSX-R,2005,honda,NSX-R,Japan,B,570,6.4,5.1,5.0,3.8,4.7,5.5,290,225,2800,V6,"Mid-Engined, Rear-Wheel Drive",150000,rsp,auto,images/2005-honda-nsx-r-2005.png,https://forza.fandom.com/wiki/Honda_NSX-R_%282005%29
2005-honda-nsx-r-gt,2005 honda NSX-R GT,2005,honda,NSX-R GT,jpn,A,608,6.4,6.0,5.6,4.4,5.5,5.0,290,224,2595,V6,"Mid-Engined, Rear-Wheel Drive",600000,rsp,barn,images/2005-honda-nsx-r-gt.png,https://forza.fandom.com/wiki/Honda_NSX-R_GT
2015-honda-civic-type-r-2015,2015 honda Civic Type R,2015,honda,Civic Type R,Japan,B,585,6.5,5.5,4.7,4.8,4.3,5.1,306,295,3047,I4,"Front-Engined, Front-Wheel Drive",30000,shh,announced,images/2015-honda-civic-type-r-2015.png,https://forza.fandom.com/wiki/Honda_Civic_Type_R_%282015%29
2015-honda-ridgeline-baja-trophy-truck,2015 honda Ridgeline Baja Trophy Truck,2015,honda,Ridgeline Baja Trophy Truck,Japan,,,600.0,,,,,,550,470,4700,V6,"Front-Engined, Rear-Wheel Drive",,,announced,images/2015-honda-ridgeline-baja-trophy-truck.png,https://forza.fandom.com/wiki/Honda_Ridgeline_Baja_Trophy_Truck
2018-honda-civic-type-r-2018,2018 honda Civic Type R,2018,honda,Civic Type R,jpn,A,608,6.7,5.5,4.6,4.8,4.6,5.0,306,295,3117,I4,"Front-Engined, Front-Wheel Drive",35000,shh,auto,images/2018-honda-civic-type-r-2018.png,https://forza.fandom.com/wiki/Honda_Civic_Type_R_%282018%29
2022-honda-e,2022 honda e,2022,honda,e,Japan,,,400.0,,,,,,,,,,"Rear-Engined, Rear-Wheel Drive",,,announced,images/2022-honda-e.png,https://forza.fandom.com/wiki/Honda_e
2023-honda-civic-type-r-2023,2023 honda Civic Type R,2023,honda,Civic Type R,Japan,A,620,6.9,5.4,4.7,4.9,4.7,5.3,,,,I4,"Front-Engined, Front-Wheel Drive",43000,shh,auto,images/2023-honda-civic-type-r-2023.png,https://forza.fandom.com/wiki/Honda_Civic_Type_R_%282023%29
2014-hsv-gen-f-gts,2014 hsv GEN-F GTS,2014,hsv,GEN-F GTS,aus,,,700.0,,,,,,577,5455,4147,V8,"Front-Engined, Rear-Wheel Drive",,,announced,images/2014-hsv-gen-f-gts.png,https://forza.fandom.com/wiki/HSV_GEN-F_GTS
2014-hsv-limited-edition-gen-f-gts-maloo,2014 hsv Limited Edition Gen-F GTS Maloo,2014,hsv,Limited Edition Gen-F GTS Maloo,aus,,,,,,,,,577,546,4034,V8,"Front-Engined, Rear-Wheel Drive",,,announced,images/2014-hsv-limited-edition-gen-f-gts-maloo.png,https://forza.fandom.com/wiki/HSV_Limited_Edition_Gen-F_GTS_Maloo
2019-hyundai-veloster-n,2019 hyundai Veloster N,2019,hyundai,Veloster N,kor,B,532,6.0,4.9,4.5,4.7,3.7,5.5,270,260,3109,I4,"Front-Engined, Front-Wheel Drive",20000,shh,announced,images/2019-hyundai-veloster-n.png,https://forza.fandom.com/wiki/Hyundai_Veloster_N
2020-hyundai-i30-n,2020 hyundai i30 N,2020,hyundai,i30 N,kor,B,553,5.3,5.1,4.6,4.8,4.3,5.3,271,279,3150,I4,"Front-Engined, Front-Wheel Drive",32000,shh,announced,images/2020-hyundai-i30-n.png,https://forza.fandom.com/wiki/Hyundai_i30_N
2021-hyundai-i20-n,2021 hyundai i20 N,2021,hyundai,i20 N,kor,B,564,5.5,5.1,4.6,4.8,4.4,5.5,201,224,2624,I4,"Front-Engined, Front-Wheel Drive",48000,Hot Hatch,announced,images/2021-hyundai-i20-n.png,https://forza.fandom.com/wiki/Hyundai_i20_N
2022-hyundai-n-vision-74,2022 hyundai N Vision 74,2022,hyundai,N Vision 74,kor,A,692,5.4,5.6,4.8,5.0,4.8,4.8,671,663,5450,,"Front-Engined, Rear-Wheel Drive",325000,tt,announced,images/2022-hyundai-n-vision-74.png,https://forza.fandom.com/wiki/Hyundai_N_Vision_74
2023-hyundai-ioniq-5-n,2023 hyundai IONIQ 5 N,2023,hyundai,IONIQ 5 N,kor,A,657,5.8,4.4,5.6,5.9,4.0,6.0,641,567,4881,,"Mid-Engined, All-Wheel Drive",22000,suh,announced,images/2023-hyundai-ioniq-5-n.png,https://forza.fandom.com/wiki/Hyundai_IONIQ_5_N
1956-jaguar-d-type,1956 jaguar D-Type,1956,jaguar,D-Type,United Kingdom,B,506,5.6,3.5,3.8,2.6,2.8,4.7,245,242,2100,I6,"Front-Engined, Rear-Wheel Drive",4300000,crc,auto,images/1956-jaguar-d-type.png,https://forza.fandom.com/wiki/Jaguar_D-Type
1961-jaguar-e-type,1961 jaguar E-type,1961,jaguar,E-type,United Kingdom,C,414,5.2,3.8,4.0,2.8,2.7,5.5,265,260,2900,I6,"Front-Engined, Rear-Wheel Drive",250000,rc,,images/1961-jaguar-e-type.png,https://forza.fandom.com/wiki/Jaguar_E-type
1964-jaguar-lightweight-e-type,1964 jaguar Lightweight E-Type,1964,jaguar,Lightweight E-Type,United Kingdom,,,,,,,,,340,314,2292,I6,"Front-Engined, Rear-Wheel Drive",,,announced,images/1964-jaguar-lightweight-e-type.png,https://forza.fandom.com/wiki/Jaguar_Lightweight_E-Type
1991-jaguar-sport-xjr-15,1991 jaguar Sport XJR-15,1991,jaguar,Sport XJR-15,United Kingdom,S1,716,7.5,6.9,6.0,6.3,6.4,5.2,450,420,2315,V12,"Mid-Engined, Rear-Wheel Drive",950000,rsu,announced,images/1991-jaguar-sport-xjr-15.png,https://forza.fandom.com/wiki/Jaguar_Sport_XJR-15
1993-jaguar-xj220,1993 jaguar XJ220,1993,jaguar,XJ220,United Kingdom,,,,,,,,,542,473,3241,V6,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1993-jaguar-xj220.png,https://forza.fandom.com/wiki/Jaguar_XJ220
2010-jaguar-c-x75,2010 jaguar C-X75,2010,jaguar,C-X75,United Kingdom,,,,,,,,,890,738,3750,I4,"Mid-Engined, All-Wheel Drive",,,announced,images/2010-jaguar-c-x75.png,https://forza.fandom.com/wiki/Jaguar_C-X75
2012-jeep-wrangler-rubicon,2012 jeep Wrangler Rubicon,2012,jeep,Wrangler Rubicon,United States,,,,,,,,,285,260,4132,V6,"Front-Engined, All-Wheel Drive",,,announced,images/2012-jeep-wrangler-rubicon.png,https://forza.fandom.com/wiki/Jeep_Wrangler_Rubicon
2020-jeep-jt,2020 jeep JT,2020,jeep,JT,United States,,,400.0,,,,,,285,260,5073,V6,"Front-Engined, All-Wheel Drive",,,announced,images/2020-jeep-jt.png,https://forza.fandom.com/wiki/Jeep_JT
2019-jimco-240-fastball-racing-spec-trophy-truck,2019 jimco #240 Fastball Racing Spec Trophy Truck,2019,jimco,#240 Fastball Racing Spec Trophy Truck,United States,,,600.0,,,,,,495,450,5099,V8,"Front-Engined, Rear-Wheel Drive",,,announced,images/2019-jimco-240-fastball-racing-spec-trophy-truck.png,https://forza.fandom.com/wiki/Jimco_240_Fastball_Racing_Spec_Trophy_Truck
2020-jimco-179-hammerhead-class-1,2020 jimco #179 Hammerhead Class 1,2020,jimco,#179 Hammerhead Class 1,United States,,,700.0,,,,,,850,800,3968,V8,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2020-jimco-179-hammerhead-class-1.jpg,https://forza.fandom.com/wiki/Jimco_179_Hammerhead_Class_1
2008-koenigsegg-ccgt,2008 koenigsegg CCGT,2008,koenigsegg,CCGT,Sweden,,,900.0,,,,,,610,442,2425,V8,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2008-koenigsegg-ccgt.png,https://forza.fandom.com/wiki/Koenigsegg_CCGT
2017-koenigsegg-agera-rs,2017 koenigsegg Agera RS,2017,koenigsegg,Agera RS,Sweden,S2,890,10.0,8.1,6.6,7.1,9.2,4.8,1341,1010,3075,V8,"Mid-Engined, Rear-Wheel Drive",2900000,h,auto,images/2017-koenigsegg-agera-rs.png,https://forza.fandom.com/wiki/Koenigsegg_Agera_RS
2020-koenigsegg-jesko,2020 koenigsegg Jesko,2020,koenigsegg,Jesko,Sweden,S2,899,10.0,9.1,6.5,7.0,8.9,5.0,1280,883,3131,V8,"Mid-Engined, Rear-Wheel Drive",3500000,h,announced,images/2020-koenigsegg-jesko.png,https://forza.fandom.com/wiki/Koenigsegg_Jesko
2018-ktm-x-bow-gt4,2018 ktm X-Bow GT4,2018,ktm,X-Bow GT4,Austria,,,800.0,,,,,,326,295,2352,I4,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2018-ktm-x-bow-gt4.png,https://forza.fandom.com/wiki/KTM_X-Bow_GT4
1967-lamborghini-miura-p400,1967 lamborghini Miura P400,1967,lamborghini,Miura P400,Italy,B,505,5.9,4.6,3.8,2.7,3.1,5.4,350,272,2745,V12,"Mid-Engined, Rear-Wheel Drive",1700000,rc,announced,images/1967-lamborghini-miura-p400.png,https://forza.fandom.com/wiki/Lamborghini_Miura_P400
1988-lamborghini-countach-lp5000-qv,1988 lamborghini Countach LP5000 QV,1988,lamborghini,Countach LP5000 QV,Italy,,,700.0,,,,,,455,369,3284,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1988-lamborghini-countach-lp5000-qv.png,https://forza.fandom.com/wiki/Lamborghini_Countach_LP5000_QV
1997-lamborghini-diablo-sv,1997 lamborghini Diablo SV,1997,lamborghini,Diablo SV,Italy,A,649,7.7,5.5,5.2,4.2,4.9,5.1,530,446,3474,V12,"Mid-Engined, Rear-Wheel Drive",375000,rsu,barn,images/1997-lamborghini-diablo-sv.png,https://forza.fandom.com/wiki/Lamborghini_Diablo_SV
1999-lamborghini-diablo-gtr,1999 lamborghini Diablo GTR,1999,lamborghini,Diablo GTR,Italy,S2,823,8.0,8.1,7.3,6.4,7.9,4.6,590,472,3075,V12,"Mid-Engined, Rear-Wheel Drive",680000,ett,,images/1999-lamborghini-diablo-gtr.png,https://forza.fandom.com/wiki/Lamborghini_Diablo_GTR
2010-lamborghini-murci-lago-lp-670-4-sv,2010 lamborghini Murciélago LP 670-4 SuperVeloce,2010,lamborghini,Murciélago LP 670-4 SuperVeloce,ita,,,800.0,,,,,,651,487,3850,V12,"Mid-Engined, All-Wheel Drive",,,announced,images/2010-lamborghini-murci-lago-lp-670-4-sv.png,https://forza.fandom.com/wiki/Lamborghini_Murci%C3%A9lago_LP_670-4_SV
2018-lamborghini-aventador-svj,2018 lamborghini Aventador SVJ,2018,lamborghini,Aventador SVJ,ita,,,,,,,,,759,531,3607,V12,"Mid-Engined, All-Wheel Drive",,,announced,images/2018-lamborghini-aventador-svj.png,https://forza.fandom.com/wiki/Lamborghini_Aventador_SVJ
2019-lamborghini-urus,2019 lamborghini Urus,2019,lamborghini,Urus,ita,A,659,7.1,5.1,6.1,5.1,6.2,6.6,641,626,4850,V8,"Front-Engined, All-Wheel Drive",200000,suh,auto,images/2019-lamborghini-urus.png,https://forza.fandom.com/wiki/Lamborghini_Urus
2020-lamborghini-essenza-scv12,2020 lamborghini Essenza SCV12,2020,lamborghini,Essenza SCV12,ita,,,998.0,,,,,,818,590,3191,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2020-lamborghini-essenza-scv12.jpg,https://forza.fandom.com/wiki/Lamborghini_Essenza_SCV12
2020-lamborghini-hurac-n-evo,2020 lamborghini Huracán EVO,2020,lamborghini,Huracán EVO,Italy,,,,,,,,,630,442,3422,V10,"Mid-Engined, All-Wheel Drive",,,,images/2020-lamborghini-hurac-n-evo.png,https://forza.fandom.com/wiki/Lamborghini_Hurac%C3%A1n_EVO
2020-lamborghini-hurac-n-sto,2020 lamborghini Huracán STO,2020,lamborghini,Huracán STO,ita,,,800.0,,,,,,630,417,3239,V10,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2020-lamborghini-hurac-n-sto.png,https://forza.fandom.com/wiki/Lamborghini_Hurac%C3%A1n_STO
2020-lamborghini-si-n-roadster,2020 lamborghini Sián Roadster,2020,lamborghini,Sián Roadster,ita,,,,,,,,,808,557,3827,V12,"Mid-Engined, All-Wheel Drive",,,announced,images/2020-lamborghini-si-n-roadster.png,https://forza.fandom.com/wiki/Lamborghini_Si%C3%A1n_Roadster
2021-lamborghini-aventador-lp-780-4-ultimae,2021 lamborghini Aventador LP 780-4 Ultimae,2021,lamborghini,Aventador LP 780-4 Ultimae,ita,S1,794,7.3,7.1,9.9,9.5,7.8,5.0,770,531,3858,V12,"Mid-Engined, All-Wheel Drive",800000,h,,images/2021-lamborghini-aventador-lp-780-4-ultimae.png,https://forza.fandom.com/wiki/Lamborghini_Aventador_LP_780-4_Ultimae
2021-lamborghini-countach-lpi-800-4,2021 lamborghini Countach LPI 800-4,2021,lamborghini,Countach LPI 800-4,ita,,,,,,,,,808,556,4116,V12,"Mid-Engined, All-Wheel Drive",,,announced,images/2021-lamborghini-countach-lpi-800-4.png,https://forza.fandom.com/wiki/Lamborghini_Countach_LPI_800-4
2022-lamborghini-hurac-n-tecnica,2022 lamborghini Huracán Tecnica,2022,lamborghini,Huracán Tecnica,ita,,,800.0,,,,,,630,417,3402,V10,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2022-lamborghini-hurac-n-tecnica.png,https://forza.fandom.com/wiki/Lamborghini_Hurac%C3%A1n_Tecnica
2023-lamborghini-hurac-n-sterrato,2023 lamborghini Huracán Sterrato,2023,lamborghini,Huracán Sterrato,ita,S1,738,7.6,5.7,9.1,7.5,6.2,7.9,602,413,3593,V10,m4,325000,ram,,images/2023-lamborghini-hurac-n-sterrato.png,https://forza.fandom.com/wiki/Lamborghini_Hurac%C3%A1n_Sterrato
2024-lamborghini-revuelto,2024 lamborghini Revuelto,2024,lamborghini,Revuelto,ita,S2,829,8.6,7.2,9.9,10.0,7.7,4.9,1001,739,4047,V12,"Mid-Engined, All-Wheel Drive",365000,h,auto,images/2024-lamborghini-revuelto.png,https://forza.fandom.com/wiki/Lamborghini_Revuelto
1974-lancia-stratos-hf-stradale,1974 lancia Stratos HF Stradale,1974,lancia,Stratos HF Stradale,Italy,,,,,,,,,190,165,2161,V6,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1974-lancia-stratos-hf-stradale.png,https://forza.fandom.com/wiki/Lancia_Stratos_HF_Stradale
1986-lancia-delta-s4,1986 lancia Delta S4,1986,lancia,Delta S4,Italy,,,600.0,,,,,,247,214,2646,I4,"Mid-Engined, All-Wheel Drive",,,announced,images/1986-lancia-delta-s4.png,https://forza.fandom.com/wiki/Lancia_Delta_S4
1992-lancia-delta-hf-integrale-evo,1992 lancia Delta HF Integrale Evo,1992,lancia,Delta HF Integrale Evo,Italy,,,500.0,,,,,,210,224,2866,I4,"Front-Engined, All-Wheel Drive",,,announced,images/1992-lancia-delta-hf-integrale-evo.png,https://forza.fandom.com/wiki/Lancia_Delta_HF_Integrale_Evo
2015-land-rover-range-rover-sport-svr,2015 land Range Rover Sport SVR,2015,land,Range Rover Sport SVR,United Kingdom,A,604,6.5,3.6,6.0,6.2,4.1,7.5,550,5015,5148,V8,"Front-Engined, All-Wheel Drive",48000,suh,auto,images/2015-land-rover-range-rover-sport-svr.png,https://forza.fandom.com/wiki/Land_Rover_Range_Rover_Sport_SVR
2020-land-rover-defender-110-x,2020 land Defender 110 X,2020,land,Defender 110 X,United Kingdom,,,,,,,,,395,406,5620,I6,"Front-Engined, All-Wheel Drive",,,announced,images/2020-land-rover-defender-110-x.png,https://forza.fandom.com/wiki/Land_Rover_Defender_110_X
2010-lexus-lfa,2010 lexus LFA,2010,lexus,LFA,United States,,,800.0,,,,,,552,354,3263,V10,"Front-Engined, Rear-Wheel Drive",,,announced,images/2010-lexus-lfa.jpg,https://forza.fandom.com/wiki/Lexus_LFA
2015-lexus-rc-f,2015 lexus RC F,2015,lexus,RC F,United States,,,700.0,,,,,,467,388,3957,V8,"Front-Engined, Rear-Wheel Drive",,,announced,images/2015-lexus-rc-f.png,https://forza.fandom.com/wiki/Lexus_RC_F
2021-lexus-lc-500,2021 lexus LC 500,2021,lexus,LC 500,United States,,,600.0,,,,,,471,398,4266,V8,"Front-Engined, Rear-Wheel Drive",,,announced,images/2021-lexus-lc-500.png,https://forza.fandom.com/wiki/Lexus_LC_500
1962-lincoln-continental-1962,1962 lincoln Continental,1962,lincoln,Continental,United States,,267,5.3,3.6,2.6,1.7,1.9,6.0,300,465,4929,V8,"Front-Engined, Rear-Wheel Drive",65000,rac,barn,images/1962-lincoln-continental-1962.png,https://forza.fandom.com/wiki/Lincoln_Continental_%281962%29
1999-lotus-elise-series-1-sport-190,1999 lotus Elise Series 1 Sport 190,1999,lotus,Elise Series 1 Sport 190,United Kingdom,,,600.0,,,,,,190,140,1477,I4,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1999-lotus-elise-series-1-sport-190.png,https://forza.fandom.com/wiki/Lotus_Elise_Series_1_Sport_190
2018-lotus-exige-cup-430,2018 lotus Exige Cup 430,2018,lotus,Exige Cup 430,United Kingdom,,,,,,,,,430,325,2410,V6,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2018-lotus-exige-cup-430.jpg,https://forza.fandom.com/wiki/Lotus_Exige_Cup_430
2020-lotus-evija,2020 lotus Evija,2020,lotus,Evija,United Kingdom,X,937,7.6,7.2,6.8,7.5,10.0,4.5,1973,1253,3704,,"Mid-Engined, All-Wheel Drive",2450000,h,announced,images/2020-lotus-evija.png,https://forza.fandom.com/wiki/Lotus_Evija
2023-lotus-emira,2023 lotus Emira,2023,lotus,Emira,United Kingdom,,,700.0,,,,,,400,310,3097,V6,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2023-lotus-emira.jpg,https://forza.fandom.com/wiki/Lotus_Emira
1997-maserati-ghibli-cup,1997 maserati Ghibli Cup,1997,maserati,Ghibli Cup,Italy,B,591,6.5,5.0,5.0,4.2,4.3,4.9,326,273,3009,V6,"Front-Engined, Rear-Wheel Drive",102000,rss,auto,images/1997-maserati-ghibli-cup.png,https://forza.fandom.com/wiki/Maserati_Ghibli_Cup
2004-maserati-mc12,2004 maserati MC12,2004,maserati,MC12,ita,,,,,,,,,624,480,3142,V12,"Mid-Engined, Rear-Wheel Drive",,,,images/2004-maserati-mc12.png,https://forza.fandom.com/wiki/Maserati_MC12
2008-maserati-mc12-versione-corsa,2008 maserati MC12 Versione Corsa,2008,maserati,MC12 Versione Corsa,ita,,,,,,,,,756,523,2646,V12,"Mid-Engined, Rear-Wheel Drive",,,announced,images/2008-maserati-mc12-versione-corsa.png,https://forza.fandom.com/wiki/Maserati_MC12_Versione_Corsa
1972-mazda-cosmo-110s-series-ii,1972 mazda Cosmo 110S Series II,1972,mazda,Cosmo 110S Series II,Japan,,,,,,,,,128,103,2110,2-Rotor Rotary,"Front-Engined, Rear-Wheel Drive",,,announced,images/1972-mazda-cosmo-110s-series-ii.png,https://forza.fandom.com/wiki/Mazda_Cosmo_110S_Series_II
1973-mazda-rx-3,1973 mazda RX-3,1973,mazda,RX-3,Japan,,,400.0,,,,,,110,100,2060,2-Rotor Rotary,"Front-Engined, Rear-Wheel Drive",,,announced,images/1973-mazda-rx-3.png,https://forza.fandom.com/wiki/Mazda_RX-3
1973-mazda-rx-3-forza-edition,1973 mazda RX-3 Forza Edition,1973,mazda,RX-3 Forza Edition,Japan,,,,,,,,,,,,,,,,,images/1973-mazda-rx-3-forza-edition.png,https://forza.fandom.com/wiki/Mazda_RX-3_Forza_Edition
1985-mazda-rx-7-gsl-se,1985 mazda RX-7 GSL-SE,1985,mazda,RX-7 GSL-SE,jpn,,,,,,,,,135,133,2575,2-Rotor Rotary,"Front-Engined, Rear-Wheel Drive",,,announced,images/1985-mazda-rx-7-gsl-se.png,https://forza.fandom.com/wiki/Mazda_RX-7_GSL-SE
1991-mazda-55-mazda-787b,1991 mazda #55 Mazda 787B,1991,mazda,#55 Mazda 787B,jpn,,,,,,,,,690,448,1830,4-Rotor Rotary,"Mid-Engined, Rear-Wheel Drive",,,announced,images/1991-mazda-55-mazda-787b.png,https://forza.fandom.com/wiki/Mazda_55_Mazda_787B
2005-mazda-mazdaspeed-mx-5,2005 mazda Mazdaspeed MX-5,2005,mazda,Mazdaspeed MX-5,Japan,,,500.0,,,,,,178,166,2529,I4,"Front-Engined, Rear-Wheel Drive",,,announced,images/2005-mazda-mazdaspeed-mx-5.png,https://forza.fandom.com/wiki/Mazda_Mazdaspeed_MX-5
2010-mazda-mazdaspeed-3-traffic,2010 mazda Mazdaspeed 3 (Traffic),2010,mazda,Mazdaspeed 3 (Traffic),jp,,,,,,,,,,,,,,,,,images/2010-mazda-mazdaspeed-3-traffic.png,https://forza.fandom.com/wiki/Mazda_Mazdaspeed_3_%28Traffic%29
2011-mazda-rx-8-r3,2011 mazda RX-8 R3,2011,mazda,RX-8 R3,jpn,,,600.0,,,,,,232,159,3065,2-Rotor Rotary,"Front-Engined, Rear-Wheel Drive",,,announced,images/2011-mazda-rx-8-r3.png,https://forza.fandom.com/wiki/Mazda_RX-8_R3
